"Iteration: Iteration","CL Monitor: Force Coefficient"
1,0.35632460779705349
2,0.35745368312908443
3,0.36574172083082607
4,0.36392115637316846
5,0.36213429788971935
6,0.36102869215878086
7,0.36094326335180377
8,0.3614024828848631
9,0.36191863104051381
10,0.36239621188977528
11,0.36285869563922274
12,0.36331134104846602
13,0.36376928787709939
14,0.36425534389601161
15,0.36474714536490793
16,0.3652507911539859
17,0.36575566415228516
18,0.36626568482488775
19,0.36675757792806901
20,0.36725130056053129
21,0.36776243213658388
22,0.36829977489941973
23,0.36886505293466954
24,0.36946025114242503
25,0.37008506264929392
26,0.37074202124765598
27,0.37144688663164538
28,0.37220656386193857
29,0.37303056219852243
30,0.37392359098074174
31,0.37489807182947676
32,0.37597584189561417
33,0.37718296300711518
34,0.37855086957717687
35,0.38010974058969638
36,0.38190660000548171
37,0.38397446342828923
38,0.38636620082203282
39,0.38908657368764904
40,0.39210822494560749
41,0.39538244096767633
42,0.39893931468710203
43,0.40281554090864452
44,0.40704617709959456
45,0.41165724430493761
46,0.41667590471242055
47,0.42210115948429294
48,0.42791595040591035
49,0.43409273905098611
50,0.44057663946525666
51,0.44715862672652551
52,0.45317056260391864
53,0.45923867057848539
54,0.46438931766384439
55,0.46968580535254856
56,0.47506863095076535
57,0.4804030019415278
58,0.48516389828242934
59,0.48987477464665657
60,0.49380221860907048
61,0.49772175396031365
62,0.5015717034574092
63,0.50534283827673054
64,0.50855496641902131
65,0.51172100988268643
66,0.51423556816750104
67,0.51673340837031789
68,0.51870193015911281
69,0.52067595410435397
70,0.52222305256766932
71,0.52377770583256744
72,0.52498384749319593
73,0.52620038749378029
74,0.52712963374046473
75,0.52807490542910618
76,0.52878687893055976
77,0.52951292159769925
78,0.53005862519499714
79,0.5306134650801414
80,0.53103325037851667
81,0.53145868851383316
82,0.53178737271171694
83,0.53211712110023612
84,0.5323812395548484
85,0.53264394530280845
86,0.5328630691613786
87,0.53307898301147372
88,0.5332706110243487
89,0.53345830300579811
90,0.53363566350756741
91,0.5338107540305026
92,0.53398352345525624
93,0.53415645566544545
94,0.53432855154847791
95,0.53452530476589599
96,0.53472888009119479
97,0.53494336994070357
98,0.53517197855681853
99,0.53538585739395561
100,0.53562145038447329
101,0.53587836439746916
102,0.53615788407874077
103,0.53641349902498536
104,0.53669841426554254
105,0.53693552197083561
106,0.53718704190414079
107,0.53747570158377334
108,0.53772091354783547
109,0.53800247832109482
110,0.53822452794718312
111,0.53845934353815161
112,0.53872647112786642
113,0.53896118098907297
114,0.53920253963192166
115,0.53945233890613198
116,0.53970679012986145
117,0.539945938195871
118,0.54015310174087927
119,0.54031657607729056
120,0.54042037205420834
121,0.54043497700806431
122,0.54032568511370516
123,0.54008398157953663
124,0.53974021166128616
125,0.53930335020882736
126,0.53877971247915213
127,0.53818030427052077
128,0.53751324266899658
129,0.53678795891323938
130,0.53601383923084145
131,0.53520066766093966
132,0.53435552202816416
133,0.53348684216684028
134,0.53260090926416548
135,0.53170454564373837
136,0.53080382988313157
137,0.52990419271297995
138,0.52900853789183089
139,0.52811995245623677
140,0.52724075935434189
141,0.52637221047090943
142,0.52551765451949628
143,0.52467794665187351
144,0.5238557301749267
145,0.52305250665813197
146,0.52226935832529908
147,0.52150891498831942
148,0.5207724870560162
149,0.5200612487110442
150,0.51937621667751888
151,0.51871796170718409
152,0.51808807474697993
153,0.51748762792169578
154,0.51691748707435159
155,0.51637813225578688
156,0.51587019516692778
157,0.51539399019257925
158,0.51494950592441013
159,0.51453643117798331
160,0.51415451973956527
161,0.51380330468442703
162,0.51348137780331737
163,0.51318846312729705
164,0.51292338811657345
165,0.5126850106583889
166,0.51247200356013223
167,0.51228230963129784
168,0.51211496870255069
169,0.51196836946123203
170,0.51184114408642367
171,0.5117317901857853
172,0.51163947142056587
173,0.51156326021464138
174,0.51150163634978907
175,0.51145369710952016
176,0.51141936414602895
177,0.51139753918726705
178,0.51138770696571056
179,0.51138989845260485
180,0.5114035727376417
181,0.51142899543943543
182,0.51146563455323857
183,0.51151339896935633
184,0.51157240098101897
185,0.51164290990512262
186,0.51172473404542762
187,0.51181815711974121
188,0.51192300571489224
189,0.51203959458754744
190,0.51216737318421346
191,0.51230598091796065
192,0.51245610464207281
193,0.51261724612701132
194,0.51278925227871253
195,0.51297192078030551
196,0.51316542637051499
197,0.51336911899532955
198,0.51358270988261712
199,0.51380562910984895
200,0.51403741257166757
201,0.51427732377108493
202,0.51452481797778182
203,0.51477898373181274
204,0.51503926851428306
205,0.51530514289949381
206,0.51557563537330175
207,0.51585026814773649
208,0.51612809177103325
209,0.51640849191419225
210,0.51669091195365857
211,0.51697474597295279
212,0.51725930592651415
213,0.51754408380800154
214,0.51782856598628613
215,0.51811222067669405
216,0.51839432140390695
217,0.51867424065913226
218,0.51895117447252881
219,0.51922480754059264
220,0.51949440456431806
221,0.51975967335789153
222,0.52002014445783251
223,0.52027539510677656
224,0.5205247436355962
225,0.52076783760233869
226,0.52100437599799054
227,0.52123398004028065
228,0.52145634484592307
229,0.52167115362798167
230,0.52187823848425863
231,0.52207745183136167
232,0.52226865282364732
233,0.52245166278277222
234,0.52262640920653836
235,0.52279286671927194
236,0.52295098994983902
237,0.52310099065157034
238,0.52324285184399089
239,0.52337671885867199
240,0.52350269108391967
241,0.52362091138280131
242,0.52373151572543197
243,0.52383464813798397
244,0.52393048059882752
245,0.52401915921042752
246,0.52410087560997298
247,0.52417599259592218
248,0.52424462802894711
249,0.52430693120679728
250,0.52436318151931782
251,0.52441371580250729
252,0.52445870275716433
253,0.52449837362867746
254,0.52453299111813456
255,0.52456285436125338
256,0.52458810696738756
257,0.52460899693182161
258,0.52462576152169671
259,0.52463865742472338
260,0.52464786826240983
261,0.52465363334020021
262,0.5246562052846
263,0.52465577573533184
264,0.5246525355937619
265,0.52465005097874007
266,0.52464553021240545
267,0.52463911964165477
268,0.52463101158291814
269,0.5246213499596365
270,0.52461024942093482
271,0.52459783328409382
272,0.52458424179343821
273,0.52456960392775598
274,0.52455407041608415
275,0.52453778528697192
276,0.52452086877163007
277,0.52450027396092325
278,0.52448326363463293
279,0.52446225650701161
280,0.52444590908724331
281,0.52442835241386321
282,0.52440768286498296
283,0.52438857410900219
284,0.52436869814036668
285,0.52434946050412601
286,0.52433098864406402
287,0.52431339247024356
288,0.52429675450736879
289,0.52428119906165638
290,0.52426680989503815
291,0.52425365347836506
292,0.52424179354890565
293,0.52423129025849191
294,0.5242221727816303
295,0.52421448119913627
296,0.52420824944711331
297,0.52420348591429289
298,0.52420021331505107
299,0.52419844046870667
300,0.52419816406658926
301,0.52419938546296585
302,0.52420209573846721
303,0.52420627584282453
304,0.52421191171523096
305,0.52421898145282309
306,0.52422745533319282
307,0.52423730532669033
308,0.52424849622659142
309,0.52426098334127424
310,0.52427472964376354
311,0.52428969440064033
312,0.5243058332638949
313,0.52432311695235001
314,0.52434152047549065
315,0.52436101895970177
316,0.52438159158155928
317,0.52440320324618273
318,0.52442579386025956
319,0.52444929930890183
320,0.52447365602809426
321,0.52449878732674637
322,0.5245246384421558
323,0.52455115531712226
324,0.52457827835463078
325,0.52460595756932515
326,0.52463413822519211
327,0.52466275754536595
328,0.52469176706253096
329,0.52472111199762939
330,0.52475072088654895
331,0.52478054760279613
332,0.52481052138696183
333,0.52484059716267828
334,0.52487073270686369
335,0.5249008753548785
336,0.52493097055970006
337,0.52496097717716395
338,0.52499085066281792
339,0.52502054100642948
340,0.52505001180753896
341,0.52507923291763792
342,0.52510815589074977
343,0.52513674683890665
344,0.52516496621927677
345,0.52519276738497733
346,0.52522011670429525
347,0.52524698113242774
348,0.52527331930992105
349,0.52529911308568522
350,0.52532433956299884
351,0.52534897044711881
352,0.52537298344038708
353,0.52539636077654328
354,0.52541907916413599
355,0.52544112621286421
356,0.52546247683177327
357,0.52548311117622293
358,0.525503023347207
359,0.52552220434964592
360,0.52554064432920233
361,0.52555834230431109
362,0.52557529070730835
363,0.52559148102442088
364,0.52560691828183692
365,0.52562160375966471
366,0.52563553313195466
367,0.52564871285729819
368,0.52566114986370194
369,0.52567284498924616
370,0.52568380936245696
371,0.52569405238346778
372,0.5257035814527774
373,0.52571241113383493
374,0.52572055616001334
375,0.52572802754018344
376,0.52573484429655248
377,0.52574102401019052
378,0.52574657838384631
379,0.52575152640873823
380,0.52575588551339103
381,0.52575967075764785
382,0.5257629084836779
383,0.52576585027991773
384,0.52576808001065511
385,0.52576999914235023
386,0.52577165805002235
387,0.52577297720788174
388,0.52577393937614492
389,0.52577456274259737
390,0.52577486146620001
391,0.52577485274136804
392,0.52577455189459599
393,0.52577397078862798
394,0.52577312515250474
395,0.52577203067032574
396,0.52577069919415642
397,0.52576914553642828
398,0.52576738474579765
399,0.52576542847970176
400,0.52576329321008541
401,0.5257609934549784
402,0.52575854021600132
403,0.52575594835375616
404,0.52575323135000396
405,0.52575039883910857
406,0.52574746483429813
407,0.52574444196323222
408,0.52574133916925747
409,0.52573816923794259
410,0.52573494353695571
411,0.52573167044529501
412,0.52572836234774656
413,0.52572502968971202
414,0.52572116963502524
415,0.52571795229082285
416,0.52571408743218306
417,0.52571106178181337
418,0.52570741282244293
419,0.52570453891488789
420,0.52570113807014429
421,0.52569842810482192
422,0.52569528309767555
423,0.5256927458296119
424,0.52568984875437996
425,0.52568748809874566
426,0.52568483134408406
427,0.5256826443732292
428,0.5256802201460048
429,0.52567820451991532
430,0.5256759970957201
431,0.52567414878083107
432,0.52567214578106514
433,0.52567045735487761
434,0.52566864783371359
435,0.52566711251186871
436,0.5256654933290611
437,0.52566377496000805
438,0.5256622078354245
439,0.52566055807231193
440,0.52565883938103131
441,0.52565706463554263
442,0.52565525786160405
443,0.5256534449111735
444,0.52565174491100686
445,0.52565018971913524
446,0.52564877618560635
447,0.52564749362941399
448,0.52564634152325496
449,0.52564531548589277
450,0.52564440446220884
451,0.52564360775134511
452,0.52564292100243037
453,0.52564233334506982
454,0.52564184435654526
455,0.52564145005497043
456,0.52564114001876194
457,0.52564091430289783
458,0.52564076945342375
459,0.52564068774937844
460,0.52564066945508037
461,0.52564071236585697
462,0.52564081115721495
463,0.52564096474432442
464,0.52564117103224606
465,0.52564142493399457
466,0.5256417255225454
467,0.52564207077222858
468,0.52564245563776402
469,0.52564287929773712
470,0.52564333990630918
471,0.52564383263433756
472,0.52564435690991451
473,0.52564496219137335
474,0.52564551378059665
475,0.52564617606973518
476,0.52564673407349483
477,0.52564740716807834
478,0.52564800299383385
479,0.52564868381386365
480,0.52564945128077212
481,0.52565023988556614
482,0.52565104257404249
483,0.52565185043780716
484,0.52565266536650024
485,0.52565348571216874
486,0.52565430342820041
487,0.52565512123622204
488,0.52565593825965418
489,0.5256567470836031
490,0.52565755069605691
491,0.52565834835298364
492,0.52565913266789499
493,0.52565990659738127
494,0.52566066932886224
495,0.52566141346159634
496,0.52566214211903006
497,0.52566285474204166
498,0.52566354419660599
499,0.52566421379110118
500,0.52566486320492911
501,0.52566548557479509
502,0.52566608449915664
503,0.52566665996132778
504,0.52566720540565059
505,0.52566772475347323
506,0.5256682183086181
507,0.52566867983647858
508,0.52566911357897439
509,0.52566952015505486
510,0.52566989363811834
511,0.52567023857434103
512,0.52567055587417821
513,0.52567083989835817
514,0.5256710954621352
515,0.52567132373963865
516,0.52567151934749112
517,0.52567168733765002
518,0.52567182910721422
519,0.52567193954947178
520,0.52567202390607348
521,0.525672083752321
522,0.52567211411155224
523,0.52567212037301847
524,0.52567210426536681
525,0.52567209469981568
526,0.52567206630994412
527,0.52567198679308202
528,0.5256719251803571
529,0.52567184354468999
530,0.52567174736903188
531,0.52567163488050306
532,0.52567150852156952
533,0.52567136969059403
534,0.52567121654684279
535,0.52567105147412108
536,0.52567087582718353
537,0.5256706877365549
538,0.52567048955886464
539,0.52567028262508186
540,0.52567006504404989
541,0.52566983914227228
542,0.52566956341965232
543,0.52566933179601771
544,0.5256690363940939
545,0.52566877637601239
546,0.52566847758639001
547,0.52566815693744384
548,0.52566783212793833
549,0.52566749842221483
550,0.52566716183061546
551,0.52566682453487634
552,0.52566648162202301
553,0.52566613889490355
554,0.52566579822930115
555,0.52566545449151036
556,0.52566511318633291
557,0.5256647759593156
558,0.52566443756682213
559,0.52566410332930091
560,0.52566377478342019
561,0.52566344664060904
562,0.52566312411586247
563,0.52566280867796922
564,0.52566249499145412
565,0.52566218818872623
566,0.52566188966965077
567,0.52566159403455703
568,0.52566130633928931
569,0.52566102791068936
570,0.52566075328090556
571,0.52566048743604166
572,0.52566023163262154
573,0.52565998033484085
574,0.52565973846490444
575,0.52565950715532517
576,0.5256592808707492
577,0.52565906449276634
578,0.5256588591496052
579,0.52565865927213651
580,0.52565846969328378
581,0.52565829148452314
582,0.5256581190189954
583,0.52565795706765195
584,0.5256578066373816
585,0.52565766204212094
586,0.52565752798296839
587,0.52565740539855588
588,0.52565728854141869
589,0.52565718204047041
590,0.52565708676507505
591,0.52565699690663492
592,0.52565691702253914
593,0.52565684791466305
594,0.52565678372284408
595,0.5256567289360935
596,0.52565668429655532
597,0.52565664390525368
598,0.52565661219117188
599,0.5256565898479878
600,0.52565657099032204
601,0.52565655976871672
602,0.52565655282472012
603,0.52565654959920616
604,0.52565655498222874
605,0.52565656240429615
606,0.52565657371357688
607,0.52565658952667127
608,0.52565661588086066
609,0.5256566382063993
610,0.52565666593979854
611,0.52565670402385134
612,0.52565673627180631
613,0.52565677362266694
614,0.52565682090609278
615,0.52565686090855979
616,0.52565690562237344
617,0.52565695971055559
618,0.5256570053991394
619,0.52565706095907694
620,0.52565710722160885
621,0.52565716070833235
622,0.52565720532054128
623,0.52565726021214221
624,0.52565730548063527
625,0.52565735677366532
626,0.52565741535739963
627,0.52565747372016547
628,0.52565753281408123
629,0.52565759333904205
630,0.52565764937610326
631,0.52565770557583436
632,0.52565776275143672
633,0.52565781510071841
634,0.52565786727738961
635,0.52565792016188784
636,0.52565796802080167
637,0.5256580154884456
638,0.52565806347728861
639,0.52565810628501441
640,0.52565814854437376
641,0.52565819118739154
642,0.52565822852766153
643,0.52565826521096359
644,0.5256583021853829
645,0.5256583337756372
646,0.52565836464422544
647,0.525658395754242
648,0.52565842144168973
649,0.52565844638443071
650,0.52565847155942358
651,0.52565849131603781
652,0.52565851034372757
653,0.52565852963327653
654,0.52565854354983954
655,0.52565855678807849
656,0.52565857035154284
657,0.52565857862278986
658,0.52565858629595275
659,0.52565859438818996
660,0.52565859730409581
661,0.52565859972967688
662,0.52565860269515685
663,0.52565860063374104
664,0.52565859821182026
665,0.52565859647388269
666,0.52565858988758363
667,0.52565858514045027
668,0.52565857930073812
669,0.5256585730926604
670,0.52565856566067082
671,0.52565855683254592
672,0.52565854763977404
673,0.52565853736469947
