"Iteration: Iteration","CL Monitor: Force Coefficient"
674,0.52565852596697515
675,0.52565851140250308
676,0.52565849592794012
677,0.52565848176366881
678,0.52565846349177481
679,0.52565844558145192
680,0.52565842916063699
681,0.5256584087858297
682,0.52565838886101002
683,0.52565837069497257
684,0.52565834869403361
685,0.52565832727487138
686,0.52565830791458867
687,0.52565828487740607
688,0.52565826269984639
689,0.52565824275056172
690,0.52565821931061008
691,0.52565819697804494
692,0.52565817694644523
693,0.52565815357945
694,0.52565813146586915
695,0.52565811173107191
696,0.52565808878053599
697,0.52565806719831421
698,0.52565804809553018
699,0.52565802587478405
700,0.52565800512954874
701,0.52565798696349175
702,0.52565796576202073
703,0.52565794613518768
704,0.52565792909617015
705,0.52565790899136366
706,0.52565789045555555
707,0.52565787451539203
708,0.52565785558816747
709,0.52565783831053903
710,0.5256578237618762
711,0.52565780635753689
712,0.52565779073194951
713,0.52565777793770341
714,0.52565776237779882
715,0.52565774867943615
716,0.52565773787275438
717,0.52565772435684244
718,0.52565771275077255
719,0.52565770406351886
720,0.52565769269567697
721,0.52565768325498885
722,0.52565767672986119
723,0.52565766752802234
724,0.52565766024342575
725,0.52565765584478918
726,0.52565764875266863
727,0.52565764354561872
728,0.52565764117199576
729,0.52565763607373317
730,0.52565763281147493
731,0.52565763231306328
732,0.52565762904930069
733,0.52565762755945833
734,0.52565762875059718
735,0.52565762713157438
736,0.52565762684632034
737,0.52565762944014693
738,0.52565762917925563
739,0.52565763006554966
740,0.52565763389160913
741,0.52565763468717785
742,0.52565763659085685
743,0.52565764145852067
744,0.52565764314427776
745,0.52565764590434094
746,0.52565765162598133
747,0.52565765404055298
748,0.52565765746980131
749,0.52565766378983103
750,0.52565766665798586
751,0.52565767049870971
752,0.52565767710506073
753,0.52565768013059744
754,0.52565768453844708
755,0.52565769118127814
756,0.52565769449137689
757,0.52565769892306446
758,0.52565770532723721
759,0.52565770834798942
760,0.52565771247110593
761,0.52565771855600707
762,0.52565772123560728
763,0.52565772500429675
764,0.52565773074596578
765,0.52565773308206765
766,0.52565773650290526
767,0.52565774191121584
768,0.52565774392376863
769,0.52565774702292523
770,0.52565775212015686
771,0.52565775383013968
772,0.52565775662900782
773,0.5256577614307264
774,0.52565776291239485
775,0.52565776551742371
776,0.52565777013898562
777,0.52565777144577752
778,0.52565777389848689
779,0.52565777842492234
780,0.52565777969582406
781,0.52565778216390291
782,0.52565778672662977
783,0.52565778805031071
784,0.52565779057221218
785,0.5256577951729926
786,0.52565779652360722
787,0.52565779902959076
788,0.52565780352176827
789,0.52565780467144418
790,0.52565780687817554
791,0.525657811001918
792,0.52565781172394321
793,0.52565781344629692
794,0.52565781705178982
795,0.52565781722708727
796,0.52565781837481573
797,0.52565782139582451
798,0.52565782092081892
799,0.52565782138211714
800,0.52565782371254444
801,0.52565782254712667
802,0.52565782232181968
803,0.52565782398363625
804,0.52565782217139656
805,0.52565782131984462
806,0.52565782246419268
807,0.52565782026049401
808,0.52565781914184928
809,0.52565782011463746
810,0.52565781782886867
811,0.5256578167011281
812,0.52565781771422793
813,0.52565781551393675
814,0.52565781450337856
815,0.52565781561084279
816,0.52565781386487442
817,0.52565781303110137
818,0.5256578143277244
819,0.52565781275497536
820,0.52565781208463502
821,0.52565781355706698
822,0.52565781213042118
823,0.52565781159823532
824,0.52565781375998244
825,0.52565781220048424
826,0.52565781179603821
827,0.52565781405325307
828,0.52565781192582994
829,0.52565781150889934
830,0.52565781374374942
831,0.52565781158410085
832,0.52565781112651433
833,0.52565781332081896
834,0.52565781111800403
835,0.52565781061396277
836,0.525657812766819
837,0.52565781052485583
838,0.52565780998378953
839,0.52565781210755935
840,0.52565780984223787
841,0.5256578092824733
842,0.52565781139669754
843,0.5256578091288282
844,0.52565780857198574
845,0.5256578106971509
846,0.52565780844702847
847,0.52565780791403105
848,0.52565781007081469
849,0.52565780785868588
850,0.52565780736881906
851,0.5256578095738117
852,0.52565780741476187
853,0.52565780698196807
854,0.5256578092480827
855,0.52565780715337018
856,0.52565780678786123
857,0.52565780912318183
858,0.52565780709962873
859,0.52565780680652685
860,0.52565780921440319
861,0.52565780726396794
862,0.52565780704481013
863,0.5256578095261305
864,0.52565780764861547
865,0.52565780750208901
866,0.52565781005368661
867,0.52565780824467545
868,0.52565780816567553
869,0.52565781078178153
870,0.52565780903512871
871,0.5256578090171049
872,0.52565781169132764
873,0.52565781000041167
874,0.52565781003661616
875,0.5256578127608309
876,0.5256578111167558
877,0.52565781119743116
878,0.52565781396231404
879,0.52565781235629272
880,0.52565781247349785
881,0.52565781527082034
882,0.52565781369421449
883,0.52565781383819843
884,0.52565781665793954
885,0.52565781510039333
886,0.52565781526149502
887,0.52565781809480527
888,0.5256578165486212
889,0.52565781671908451
890,0.52565781955823254
891,0.52565781801472189
892,0.52565781818581203
893,0.52565782102237246
894,0.5256578194739433
895,0.52565781963855052
896,0.52565782246594717
897,0.52565782090654567
898,0.52565782105853964
899,0.52565782387040083
900,0.5256578222934748
901,0.52565782242622416
902,0.52565782521708626
903,0.52565782361778313
904,0.5256578237270535
905,0.52565782649270265
906,0.52565782486695611
907,0.52565782494823587
908,0.52565782768484282
909,0.52565782602866362
910,0.52565782607865452
911,0.5256578287835848
912,0.52565782709574438
913,0.52565782711331333
914,0.52565782978534936
915,0.52565782806339756
916,0.52565782804627892
917,0.52565783068321204
918,0.52565782892631174
919,0.52565782887385071
920,0.52565783147619083
921,0.5256578296847112
922,0.52565782959747864
923,0.52565783216517348
924,0.52565783033863656
925,0.52565783021579071
926,0.52565783274865341
927,0.5256578308880574
928,0.52565783073195638
929,0.52565783323244575
930,0.52565783133980193
931,0.52565783115082931
932,0.52565783361924678
933,0.52565783169495961
934,0.52565783147495238
935,0.52565783391376919
936,0.52565783196075822
937,0.52565783171248703
938,0.52565783412404232
939,0.52565783214425466
940,0.52565783186938309
941,0.52565783425561974
942,0.52565783225126117
943,0.52565783195246341
944,0.52565783431649171
945,0.52565783229083585
946,0.52565783197165061
947,0.52565783431592483
948,0.52565783227129681
949,0.52565783193322024
950,0.52565783426011414
951,0.5256578321991735
952,0.52565783184598147
953,0.52565783415918887
954,0.52565783208562533
955,0.52565783171993208
956,0.52565783402198762
957,0.52565783193778348
958,0.52565783156235968
959,0.52565783385559384
960,0.52565783176369529
961,0.52565783138144351
962,0.5256578336693174
963,0.52565783157228263
964,0.52565783118513754
965,0.52565783346839701
966,0.52565783136813549
967,0.52565783097847485
968,0.52565783326086901
969,0.52565783116029019
970,0.52565783077119055
971,0.52565783305431213
972,0.52565783095475038
973,0.52565783056666859
974,0.52565783285156531
975,0.52565783075453432
976,0.52565783036997737
977,0.52565783265914812
978,0.52565783056690951
979,0.52565783018692203
980,0.52565783248106979
981,0.52565783039360869
982,0.52565783001893351
983,0.5256578323189447
984,0.52565783023814039
985,0.52565782987039311
986,0.52565783217773054
987,0.5256578301041861
988,0.52565782974378539
989,0.52565783205799455
990,0.52565782999151145
991,0.52565782963836427
992,0.52565783196019034
993,0.52565782990175824
994,0.52565782955698015
995,0.52565783188697357
996,0.52565782983630449
997,0.52565782949883622
998,0.52565783183626813
999,0.52565782979297782
1000,0.52565782946338457
1001,0.52565783180867609
1002,0.52565782977319686
1003,0.52565782945069195
1004,0.52565783180247838
1005,0.52565782977329223
1006,0.52565782945759543
1007,0.52565783181604286
1008,0.52565782979366549
1009,0.52565782948443673
1010,0.52565783184899451
1011,0.52565782983200371
1012,0.52565782952800943
1013,0.52565783189734872
1014,0.52565782988508258
1015,0.52565782958547924
1016,0.52565783195945637
1017,0.52565782995176391
1018,0.52565782965698682
1019,0.52565783203487215
1020,0.52565783003057853
1021,0.52565782973873099
1022,0.52565783211939376
1023,0.52565783011767864
1024,0.52565782982849618
1025,0.52565783221149309
1026,0.52565783021214108
1027,0.52565782992437804
1028,0.52565783230848051
1029,0.52565783030959778
1030,0.52565783002253186
1031,0.5256578324069795
1032,0.52565783040870917
1033,0.52565783012238254
1034,0.52565783250758946
1035,0.52565783050933768
1036,0.52565783022269608
1037,0.52565783260695498
1038,0.525657830607835
1039,0.52565783032004121
1040,0.52565783270352351
1041,0.52565783070366634
1042,0.52565783041532688
1043,0.52565783279740164
1044,0.52565783079553163
1045,0.52565783050456572
1046,0.52565783288408552
1047,0.52565783087983897
1048,0.52565783058681848
1049,0.52565783296414148
1050,0.52565783095762642
1051,0.52565783066159721
1052,0.52565783303582736
1053,0.5256578310258172
1054,0.52565783072670136
1055,0.52565783309791703
1056,0.5256578310851534
1057,0.52565783078340378
1058,0.52565783315216252
1059,0.5256578311365786
1060,0.52565783083171125
1061,0.52565783319713721
1062,0.52565783117849085
1063,0.52565783087040785
1064,0.52565783323282578
1065,0.52565783121131804
1066,0.52565783090080664
1067,0.52565783326050597
1068,0.52565783123611165
1069,0.52565783092236795
1070,0.52565783327902871
1071,0.52565783125192678
1072,0.52565783093581775
1073,0.52565783329029991
1074,0.5256578312608432
1075,0.52565783094173768
1076,0.52565783329331872
1077,0.5256578312609661
1078,0.52565783093953433
1079,0.52565783328875226
1080,0.52565783125435595
1081,0.52565783093104446
1082,0.52565783327852356
1083,0.52565783124231913
1084,0.52565783091714557
1085,0.52565783326283921
1086,0.52565783122483389
1087,0.52565783089802454
1088,0.52565783324256576
1089,0.52565783120358978
1090,0.52565783087574924
1091,0.52565783321901882
1092,0.52565783117883313
1093,0.52565783084951001
1094,0.52565783319146042
1095,0.52565783115030085
1096,0.52565783082061335
1097,0.52565783316264891
1098,0.52565783112145137
1099,0.52565783079138462
1100,0.52565783313244541
1101,0.52565783109023712
1102,0.52565783075951245
1103,0.52565783310048375
1104,0.52565783105856323
1105,0.52565783072811945
1106,0.5256578330696059
1107,0.52565783102774022
1108,0.52565783069734529
1109,0.52565783303855573
1110,0.52565783099654939
1111,0.52565783066639016
1112,0.52565783300844215
1113,0.52565783096771102
1114,0.52565783063859106
1115,0.52565783298122015
1116,0.52565783094084917
1117,0.52565783061166493
1118,0.52565783295440305
1119,0.52565783091423024
1120,0.5256578305858487
1121,0.52565783292946811
1122,0.52565783089033147
1123,0.52565783056279125
1124,0.52565783290722556
1125,0.5256578308687202
1126,0.52565783054206305
1127,0.5256578328874536
1128,0.52565783085004769
1129,0.52565783052432502
1130,0.52565783287085543
1131,0.52565783083437922
1132,0.52565783050964798
1133,0.52565783285684897
1134,0.52565783082118323
1135,0.52565783049709724
1136,0.52565783284536338
1137,0.52565783081091111
1138,0.52565783048823511
1139,0.52565783283733347
1140,0.52565783080347128
1141,0.52565783048128878
1142,0.52565783283090328
1143,0.52565783079789574
1144,0.52565783047665604
1145,0.52565783282736067
1146,0.52565783079523209
1147,0.52565783047462633
1148,0.52565783282597189
1149,0.52565783079412309
1150,0.52565783047389203
1151,0.52565783282555301
1152,0.52565783079443629
1153,0.52565783047511894
1154,0.52565783282777401
1155,0.52565783079742712
1156,0.52565783047850168
1157,0.52565783283121215
1158,0.52565783080102813
1159,0.52565783048240833
1160,0.5256578328357111
1161,0.52565783080612527
1162,0.52565783048832149
1163,0.52565783284184464
1164,0.52565783081210682
1165,0.52565783049380743
1166,0.52565783284735945
1167,0.52565783081811279
1168,0.52565783050068005
1169,0.52565783285502066
1170,0.52565783082629425
1171,0.52565783050880166
1172,0.52565783286301404
1173,0.52565783083407258
1174,0.52565783051648263
1175,0.52565783287045853
1176,0.52565783084151996
1177,0.52565783052414305
1178,0.52565783287842327
1179,0.52565783084943363
1180,0.52565783053188808
1181,0.52565783288570511
1182,0.52565783085634477
1183,0.52565783053848769
1184,0.52565783289248591
1185,0.52565783086330764
1186,0.5256578305458206
1187,0.52565783289982748
1188,0.52565783087045792
1189,0.52565783055215298
1190,0.52565783290541201
1191,0.52565783087572482
1192,0.52565783055781368
1193,0.52565783291125467
1194,0.52565783088174611
1195,0.52565783056338267
1196,0.52565783291648205
1197,0.5256578308863501
1198,0.52565783056766335
1199,0.52565783292051271
1200,0.5256578308901998
1201,0.5256578305714743
1202,0.52565783292445267
1203,0.5256578308941855
1204,0.52565783057517057
1205,0.52565783292739066
1206,0.52565783089637363
1207,0.52565783057672755
1208,0.52565783292883117
1209,0.52565783089768858
1210,0.52565783057807103
1211,0.52565783292969759
1212,0.52565783089815887
1213,0.5256578305780838
1214,0.52565783292951718
1215,0.52565783089788065
1216,0.52565783057790327
1217,0.52565783292958135
1218,0.52565783089804108
1219,0.52565783057774795
1220,0.52565783292889812
1221,0.52565783089679552
1222,0.5256578305760321
1223,0.52565783292681822
1224,0.52565783089459717
1225,0.52565783057391791
1226,0.52565783292491775
1227,0.52565783089264295
1228,0.52565783057172222
1229,0.52565783292209478
1230,0.52565783088938711
1231,0.52565783056830617
1232,0.52565783291921719
1233,0.52565783088698426
1234,0.52565783056625848
1235,0.5256578329168663
1236,0.52565783088424556
1237,0.52565783056295134
1238,0.52565783291334267
1239,0.52565783088077989
1240,0.52565783055978654
1241,0.52565783291054102
1242,0.52565783087839613
1243,0.52565783055732418
1244,0.52565783290777257
1245,0.52565783087493079
1246,0.52565783055364101
1247,0.52565783290392165
1248,0.52565783087139195
1249,0.52565783055053672
1250,0.52565783290153667
1251,0.525657830869243
1252,0.52565783054838233
1253,0.52565783289902379
1254,0.52565783086639051
1255,0.52565783054525606
1256,0.525657832896266
1257,0.52565783086434381
1258,0.52565783054401571
1259,0.52565783289516121
1260,0.52565783086295825
1261,0.52565783054204174
1262,0.52565783289265555
1263,0.52565783086033968
1264,0.52565783053971249
1265,0.52565783289062074
1266,0.52565783085866058
1267,0.52565783053809034
1268,0.52565783288907109
1269,0.52565783085680462
1270,0.52565783053610937
1271,0.52565783288723644
1272,0.52565783085528539
1273,0.52565783053489823
1274,0.52565783288622281
1275,0.5256578308542651
1276,0.5256578305338574
1277,0.5256578328850301
1278,0.52565783085318185
1279,0.52565783053276194
1280,0.52565783288428103
1281,0.52565783085271089
1282,0.52565783053274828
1283,0.52565783288430723
1284,0.52565783085275486
1285,0.52565783053255877
1286,0.52565783288391377
1287,0.52565783085242945
1288,0.52565783053260584
1289,0.52565783288443568
1290,0.52565783085302498
1291,0.52565783053304571
1292,0.52565783288476431
1293,0.52565783085321538
1294,0.5256578305331312
1295,0.52565783288480483
1296,0.5256578308535701
1297,0.52565783053381021
1298,0.52565783288585721
1299,0.52565783085465623
1300,0.52565783053478066
1301,0.52565783288629675
1302,0.52565783085471807
1303,0.52565783053483883
1304,0.52565783288673662
1305,0.52565783085573536
1306,0.52565783053633153
1307,0.52565783288837831
1308,0.52565783085717299
1309,0.52565783053721704
1310,0.5256578328889896
1311,0.52565783085781836
1312,0.52565783053841086
1313,0.52565783289077472
1314,0.52565783085994766
1315,0.52565783054026982
1316,0.52565783289224288
1317,0.52565783086105622
1318,0.52565783054141391
1319,0.52565783289321633
1320,0.52565783086209861
1321,0.52565783054251625
1322,0.52565783289461043
1323,0.52565783086356133
1324,0.52565783054381054
1325,0.52565783289539236
1326,0.52565783086368212
1327,0.52565783054362714
1328,0.52565783289552193
1329,0.52565783086448303
1330,0.52565783054498338
1331,0.52565784136536875
