"Region: airfoil: Direction [1,0,0] (m)","Region: airfoil: Wall Y+"
-0.24879389757970868,0.8114751732594192
-0.2491002574639063,0.78960763739979
-0.24934153136624354,0.7660535572403194
-0.24952873482207466,0.7418727127022631
-0.2496719605871372,0.7179180251432574
-0.24977999471284423,0.6946540122514052
-0.24986045255491995,0.6715544656490533
-0.24991936866035888,0.6486170328785021
-0.24996078576632574,0.6244233726287212
-0.24998642098413842,0.594867499700876
-0.24987288952595613,0.4151756698429935
-0.24979603460706934,0.3674411068743272
-0.2496932118561457,0.3115810388426995
-0.24999578768920389,0.562084043533116
-0.24992851310840103,0.4569053766097773
-0.24996638971936103,0.4940437910101153
-0.2499887657873721,0.5287088863786049
-0.2495577676212907,0.24566420692612984
-0.24938103120375543,0.17152432219514244
-0.2491532220674078,0.10202901856633395
-0.24886294982615736,0.09442860722759915
-0.24849701810961083,0.1800120045250761
-0.24804440882097203,0.26928370270908236
-0.24750146750701518,0.35693097747706215
-0.24685994371145095,0.4286938304794916
-0.2460953403320139,0.48950654240856806
-0.24519267213114485,0.5423784778928692
-0.24415488597572715,0.584610619906067
-0.24297427094396154,0.6180864006720885
-0.24163206385065683,0.6487545283770327
-0.2401031884624204,0.676396967313342
-0.2383572647225935,0.6989583695191094
-0.23637002887720768,0.7180371618703792
-0.2341154571552584,0.7327344360522259
-0.23156604844515355,0.7429764562845296
-0.22869756829919358,0.7467687358253315
-0.225474909486014,0.7469562968176461
-0.22186360934881522,0.7443770419372692
-0.21783310854453744,0.7392265039206428
-0.21333621421690147,0.7320118856407504
-0.2083388998001738,0.7244045360018738
-0.20283321532054766,0.7157738882507069
-0.19032873642606574,0.6996930991452969
-0.19681368710108216,0.7074909934362645
-0.18353461743381952,0.6923453419929079
-0.17654348447351426,0.6856460918122933
-0.16932644201681035,0.6803566882661722
0.734716935944877,0.42483643828523837
-0.16191593240554275,0.6768874899174131
0.7331255787561495,0.4279759762895322
-0.15444113915089497,0.67450045038178
0.7313653380309088,0.4315172696119553
-0.14696291289555385,0.6727264727447692
0.7294178503089914,0.4350122984490916
-0.13948180124092835,0.6713714720473957
0.7272648953926927,0.4389542009957157
-0.1319981468694198,0.6703505898414924
0.7248875805632198,0.442873611382699
-0.12451216807874876,0.6696035907030967
0.7222640706336838,0.44730929868016356
-0.09454714060790634,0.6663637603572131
-0.11702399372925022,0.6688247117100437
-0.10953371733802321,0.6679910707442395
-0.10204141213427437,0.6671990064515766
0.7193675920608309,0.4518211690180681
-0.07955297503237302,0.664307603108665
-0.08705096950468552,0.6653867598465757
-0.07205323936816896,0.6630989700967239
0.7161661825689933,0.4569645142306056
-0.06458244975843877,0.6619071656316101
-0.04229413738365837,0.657819813506546
-0.0496954790742877,0.6592227840477006
-0.05713125435392985,0.6605668680648652
0.7126245000964678,0.46190444968696104
-0.027336003789214157,0.654938135976249
-0.03484409947887351,0.656327418822576
0.708706587976823,0.4671936211819854
-0.019826857425892283,0.653491951121292
0.7043771328543039,0.47268405604453595
-0.004805781599740282,0.6507317443711013
-0.012316754360371874,0.6520988403755497
0.6996000548437471,0.4783602290516971
0.010218453478084026,0.6480805885821221
0.0027059798208493645,0.6493807842892546
0.6943377584626629,0.4841471305129526
0.01773156999925982,0.6468416099321467
0.6885616936413055,0.48999631975450547
0.02524526812846328,0.6456507588397614
0.032759491392371484,0.6445148546635244
0.04778930928867456,0.6425032132673969
0.6823032545600742,0.4957873770098826
0.05530481576473047,0.6415863618097101
0.04027418727691577,0.6434699423264485
0.6755891550798088,0.5015059581365487
0.06282066704392682,0.6406627157462376
0.0851950340971024,0.6382055569105104
0.07774339117275145,0.6390010349943657
0.07029581860559331,0.6398441682627203
0.6684397683861922,0.5070546106984967
0.1000911086542019,0.6366575958451476
0.09262440038642303,0.6374435263222313
0.6610343863227834,0.5122374887864926
0.10760828228221597,0.6359472952617583
0.6535724991600602,0.5169455096080555
0.11512555740895053,0.6351632008263988
0.12264289673554918,0.6343640838743212
0.6461088837267508,0.5211782373161514
0.13016026068126302,0.6335356309403564
0.631411827646585,0.5285678768163541
0.6387246142033354,0.5250646729945799
0.15271207316071883,0.6307899441733198
0.14519489373322672,0.6317568475793562
0.1376776076375226,0.6326702216416042
0.6240130323178651,0.5317750968023843
0.6165441150717289,0.5347384876648101
0.16022909804021196,0.6298416731592119
0.5941298260942726,0.5420490385105196
0.5866542541996075,0.5440959205271356
0.6090770980955535,0.5373833589790822
0.6016041312567262,0.5398215284754991
0.16774591828594437,0.6286868274357241
0.5791774851840014,0.5459774624278101
0.1752624821533227,0.6275504548593688
0.18277873640997638,0.6263530622425588
0.19029462704747957,0.6250876076399878
0.19781010039392385,0.6237077889017396
0.5716995861321446,0.5477121427648391
0.20529466791760603,0.6223328829767837
0.21276447323159858,0.6208006044610487
0.22021643389680734,0.6192834403615106
0.22761811469375315,0.6176895878551774
0.23506684449224116,0.6159815234843533
0.5642206219699859,0.5493206248178917
0.5567406534897852,0.5508184604367268
0.2425787708637998,0.6143253112122532
0.549259737022089,0.5522166246998277
0.25008994555161856,0.6125307865085647
0.5417779264554726,0.5535342313668971
0.5342952715107001,0.5547866083648081
0.5268118161456279,0.5559794453078273
0.25760033262156146,0.610689186595022
0.5193276009191078,0.5571294732295982
0.5118426634835533,0.5582235620400847
0.5044392277359171,0.5593176998057072
0.4971168235148253,0.5603869142116548
0.48971160399400115,0.5614549941562342
0.26510990242653915,0.6088190198041648
0.27261862979141627,0.6069296272648879
0.28012649281796786,0.6050149914257018
0.2876334746613513,0.603073510338713
0.48222459201501794,0.5625531175264488
0.4747369780408729,0.5636334850290924
0.4672482691453804,0.5647318924014637
0.45975897978739866,0.5658561673176544
0.452269115018729,0.5670164465989009
0.44477867403255833,0.5682039776198009
0.32515498689248123,0.5933583571750294
0.31765246686166915,0.5952753626667687
0.29513956582621137,0.6011212720876801
0.31014906134764597,0.5972210254857396
0.30264476196097556,0.5991723951354585
0.33265663365036763,0.5914424749600554
0.3401269448692109,0.5895995412361674
0.3475829897521572,0.587749721881512
0.35502118565389285,0.5859683880141773
0.3624074597414646,0.5842462177498131
0.4372876537324467,0.5694199565734778
0.429796049482084,0.5706827355455122
0.422303852331114,0.5719977515298694
0.41481104840314237,0.573353143314823
0.40731762186733567,0.5747492178508397
0.39982355623568144,0.5762045660151041
0.39232883223430615,0.5777200759192033
0.38483342725698133,0.5792873685661708
0.3773373178742785,0.5809043374211634
0.3698404812748842,0.5825285875177887
0.5070561591412256,0.47863243420081425
0.5144982861336532,0.47681161239151265
0.5219312873698811,0.47491360823022455
0.5293891755494367,0.4729266877434734
0.5368193255582208,0.47084799730816335
0.5442577738297576,0.4686294490615129
0.5517307657081993,0.46628710348146535
0.5592028481745126,0.46377474448048484
0.5666739670564371,0.46108581098911494
0.5741440645391607,0.45820228714674516
0.5816130785020444,0.45507952385996625
0.5890809434149118,0.4517171600494151
0.5965475913667688,0.4480699816780813
0.6040129524961756,0.44410480886003184
0.611476955428935,0.4397840771646101
0.618939528669564,0.4350793753771297
0.6264006024202207,0.42996170168571296
0.6338601099351867,0.42439369966298307
0.6413179911430822,0.4183316341053807
0.6487741968259795,0.4117375677326114
0.6562286904127514,0.404565665963647
0.6636459805648617,0.39676869444019935
0.6708782660824698,0.38851665681891545
0.6777740505235085,0.38000051831855314
0.6842829428100592,0.3713699150360999
0.6903348869768398,0.36275381865947626
0.6958685614493638,0.35417623293763795
0.7009038060832318,0.3457511846802109
0.7054870546828835,0.33752040146640944
0.7096579880252393,0.3295836739124008
0.7134465776322292,0.32189553464463294
0.7168841495767099,0.31474914903095685
0.7200041164138394,0.30751039736242486
0.7228362730303546,0.3012112534373316
0.7254038707419774,0.29510110097840536
0.7277262222070193,0.289712776786531
0.7298257463837536,0.28439173186813416
0.7317299942240931,0.2796592493176204
0.7334620527210074,0.2749346947300331
0.7350340618520894,0.27072616910965386
0.7364553586197429,0.2665034549493656
0.7377391170455952,0.2627573420075589
0.7388982835183864,0.25896290549665235
0.7399442785396142,0.2555970665777357
0.7408900153293198,0.252141906562594
0.7417490706169791,0.24905058279344702
0.7425328166255492,0.24582608201129919
0.7432484001352551,0.2429226017523712
0.7438987631815961,0.2398758818393568
0.744486035994042,0.2371550348052263
0.7450145663783176,0.23432137549519882
0.7454906702456481,0.23180250923861445
0.7459210985049702,0.2291647505840096
0.7463112597451337,0.22681919031884323
0.7466639941177281,0.22434705446960365
0.746982393791592,0.22217008215664522
0.7472712774156123,0.21988113539087997
0.7475345853035156,0.21787795257930304
0.747776336920424,0.21574924540133605
0.748000704026839,0.21389269128473878
0.7482108957375468,0.21190520194671394
0.748412162120303,0.21018529076072753
0.7486104602447816,0.20824641337426303
0.7488092072288034,0.20628591828850026
0.749008305956405,0.20354883752951555
0.7492061645296133,0.20739630956542154
0.7494040249276235,0.23716260282226836
0.7496026825390267,0.39590579916732194
0.7498013410349538,1.3255889404872547
0.7499503352278563,20.91546427330794
0.7499609626017327,40.77856383790239
0.7498415401747768,3.3007990822491493
0.749677126318866,1.1853652123879488
0.7495025993306738,0.5479281852848696
0.7493145637756523,0.3813196461332529
0.7491183038827278,0.37322086519870806
0.748923741740595,0.3732778512204311
0.7487330315838536,0.3747537628549148
0.7485404097937595,0.3766837557280727
0.74834322246806,0.37814114145518096
0.7481406201674778,0.3798246761916905
0.747927728074949,0.3813288016978103
0.7477005971374575,0.3831355904593739
0.7474549191579493,0.3847279321170469
0.7471855471575202,0.3862946982504358
0.746888962759047,0.38806951575926385
0.7465619585824788,0.389697344308522
0.7462010281376132,0.3915908852768264
0.7458022988009545,0.39333541850180886
0.7453616202815694,0.39534811228766814
0.7448746051286916,0.39722260577570717
0.744336687844771,0.39936110652187906
0.7437430737185263,0.4013692916359326
0.7430883626834046,0.4036467572955392
0.7423661564749021,0.4058100005909348
0.7415690854844124,0.4082612740616675
0.7406890663684309,0.4106129294820805
0.7397174390607653,0.4132840164862381
0.7386450383933356,0.4158769045975645
0.7374620182836003,0.41880307012239515
0.7361571292319462,0.4216363346671187
-0.24841122307909924,0.8317728180567056
-0.2479414867886923,0.8493081915497329
-0.24737476793650676,0.8628883212152467
-0.24670241672547272,0.870743076259365
-0.24591713945370675,0.872889786517731
-0.2450107775491932,0.8683682202860797
-0.2439710055264482,0.8587987577980929
-0.2427789258948692,0.8459938617197759
-0.24140937399555734,0.8298680877007014
-0.23983535876816173,0.8102157370457141
-0.23803203046701527,0.7857301116898187
-0.23597662713361728,0.7586234799593023
-0.23364583195857572,0.7318790944170688
-0.2310132438881748,0.7052195243944389
-0.22804925330529244,0.6784302762411216
-0.22472162349600866,0.6542535734232863
-0.2209958357926718,0.632792163724762
-0.21683610165299366,0.6134262961367745
-0.20707256510603533,0.5832442955552546
-0.2122059944432585,0.5968514691549623
-0.20141592841895603,0.5720315387402729
-0.1952478996159091,0.5644773059802685
-0.18860532417781928,0.5580962315159039
-0.1741691261208576,0.5509076378182476
-0.1815336122901517,0.5540640661682511
-0.159289556739026,0.547543331822539
-0.16671065969653204,0.5485194599324781
-0.15190392720374973,0.5472617643096888
-0.1444695105035824,0.5474670002961584
-0.13699294767787612,0.5479403539940483
-0.1295170350951526,0.548392023020413
-0.10707610131363465,0.5493568044244986
-0.11455851284866723,0.5491547756906064
-0.1220388528335949,0.5488504642534227
-0.09959168642787089,0.5495257548671799
-0.0921053307477569,0.5497038647716435
-0.07712708342791072,0.5498690277268878
-0.08461710365890872,0.5498118693990954
-0.0696353535191831,0.5499217565908256
-0.06214200433857234,0.5499271646612699
-0.05464713555842982,0.5497998925988975
-0.04715085017086988,0.549545122196402
-0.039653250240259424,0.5491750982826744
-0.03215443795156428,0.5486586243454229
-0.024682220167862395,0.5480876963726047
-0.017203212163943465,0.5479321369069451
-0.009707463542104638,0.5504222067221585
-0.002262026336188486,0.5522141940116799
0.0051960507158346665,0.5152712983232226
0.012700180298232692,0.40528350178176614
0.02020493066885829,0.21535542369898883
0.02771024253338004,0.1985512866089623
0.03521606065346739,0.19539334407518377
0.04272233428269265,0.19953325049780238
0.05022901880531386,0.23313129392521784
0.0577360737992513,0.27187799077470404
0.06524346055120296,0.30912609968068816
0.0727511422242148,0.3426077306570871
0.08025908426723721,0.37208715254453384
0.0877672530832787,0.3977370413300023
0.09527561494709363,0.41994542469285495
0.10276509707880152,0.4386868926992356
0.11019516884021022,0.4548417169986109
0.11764851908760297,0.4685779779023352
0.12518136504466598,0.48064348956521447
0.1326853332015786,0.49086081482776595
0.14016935929864355,0.49948698921883544
0.14767804649531568,0.5068978852697976
0.15518661145034868,0.5131515000755694
0.162695005986145,0.5183850106566852
0.17020317975061916,0.5228338297080005
0.17771108031497268,0.5264254036865709
0.18521865413228605,0.5293142187082989
0.1927258475788642,0.5315643528641572
0.2002326074457811,0.5332705523895368
0.20773888085520906,0.53451549354912
0.2152446152604331,0.5353450598991814
0.2227497594070311,0.5357853707209186
0.23025426568506938,0.53589914790082
0.23775808992203162,0.5356633171168564
0.2451994389394599,0.5352201010616401
0.2525998373003412,0.5345206520004113
0.26008116199354303,0.5336263133777692
0.2676002625606627,0.5326067098350705
0.27509855167598674,0.5313548384971537
0.282597568417466,0.5299788352825935
0.29009570215278185,0.5284730542422383
0.29759294484319304,0.5268770345384997
0.30508929342669516,0.5252099562853375
0.31258474778754236,0.5234865821844277
0.32007931229280673,0.521712337771885
0.3275729966428715,0.5198985499958853
0.3350658143034345,0.5180596079312131
0.3425577814309435,0.5162061317029806
0.3500489165143633,0.5143450094078462
0.35753924014479377,0.5124789999404604
0.3650287746994163,0.510620072021613
0.3725175442832444,0.5087809820548844
0.38000557341887364,0.5069509258018724
0.3874566792579503,0.5051781484035143
0.3949093949638718,0.5034088610353022
0.4995786396645454,0.4804111343697599
0.40239654718112594,0.5016721178502459
0.4098411397751018,0.4999847501996105
0.4921004755507488,0.4821238452393086
0.4172862051767832,0.49830825228292674
0.4247702663759013,0.4966709630933923
0.4322537268856165,0.4950358663319035
0.4846216892805144,0.4838045527852509
0.43973659941498805,0.49342866625500587
0.44721889128818954,0.4918355225453105
0.45470060651825495,0.49024359688921615
0.47714229795422103,0.48545194623523846
0.46218174776445364,0.48865225430288073
0.46966231394181235,0.4870615578470275
